Ticker,Sector,Latest_Headline,Forecast_Score,Forecast_Direction,Actual_Direction,Actual_Return_Pct,Streak_Days,Streak_Return,Momentum,Date,News_Source,News_Time,Headline_Count,Severity,Impact,Signal_Quality,News_URL,Technical_Score,Tech_Signals,Fundamental_Score,Fund_Concern,Macro_Score,Macro_Context,Composite_Score,Composite_Direction,Composite_Severity,BT_Swing,BT_1M,BT_3M,BT_6M,BT_1M_N,BT_Total_Preds,BT_Forward_Days,BT_Threshold,BT_Category,Est_Horizon,BT_ATR_Pct,BT_SL_Level,TR_total_trades,TR_wins,TR_losses,TR_win_rate,TR_avg_win_pct,TR_avg_loss_pct,TR_profit_factor,TR_total_return_pct,TR_avg_holding_days,TR_long_trades,TR_short_trades,TR_long_win_rate,TR_short_win_rate,TR_stop_loss_exits,TR_signal_flip_exits,Tech_Score,News_Score,Fund_Score,Direction_Label,Horizon,Category,Hit,BT_Accuracy,BT_PF,BT_Trades,BT_Signal_Rate,N_Catalysts,News_Direction,Corrected,BT_Avg_SL,Momentum_Direction
NETWEB,,,,,,4.1,,,,2026-08-17,,,,,,,,,,,,3.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
OBEROIRLTY,,,,,,0.0,,,,2026-08-17,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ONGC,,,,,,-1.46,,,,2026-08-17,,,,,,,,,,,,-2.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,40.0,13.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
OFSS,,,,,,3.57,,,,2026-08-17,,,,,,,,,,,,3.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
PAGEIND,,,,,,1.66,,,,2026-08-17,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PATANJALI,,,,,,-0.52,,,,2026-08-17,,,,,,,,,,,,-0.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
RRKABEL,,,,,,-1.33,,,,2026-08-17,,,,,,,,,,,,2.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
SARDAEN,,,,,,-1.88,,,,2026-08-17,,,,,,,,,,,,2.4,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,MID,,,,,,,,,,0.0
SOLARINDS,,,,,,0.16,,,,2026-08-17,,,,,,,,,,,,2.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TBOTEK,,,,,,4.08,,,,2026-08-17,,,,,,,,,,,,1.5,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.0,NEUTRAL,,MID,,,,,,,,,,0.0
TCS,,,,,,-0.59,,,,2026-08-17,,,,,,,,,,,,3.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-76.8,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TRENT,,,,,,-1.07,,,,2026-08-17,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
UNOMINDA,,,,,,2.41,,,,2026-08-17,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
VIJAYA,,,,,,2.2,,,,2026-08-17,,,,,,,,,,,,-1.3,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MID,,,,,,,,,,0.0
ZFCVINDIA,,,,,,-0.49,,,,2026-08-17,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ZYDUSLIFE,,,,,,-0.33,,,,2026-08-17,,,,,,,,,,,,-1.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
ECLERX,,,,,,1.54,,,,2026-08-17,,,,,,,,,,,,3.7,,-24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,5.0,NEGATIVE,,MID,,,,,,,,,,-1.0
AIAENG,,,,,,1.46,,,,2026-08-18,,,,,,,,,,,,2.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
AFFLE,,,,,,0.43,,,,2026-08-18,,,,,,,,,,,,6.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
APARINDS,,,,,,4.18,,,,2026-08-18,,,,,,,,,,,,2.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ASIANPAINT,,,,,,-2.2,,,,2026-08-18,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BLS,,,,,,-3.66,,,,2026-08-18,,,,,,,,,,,,2.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
BSE,,,,,,-4.03,,,,2026-08-18,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.6,1.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BEL,,,,,,0.29,,,,2026-08-18,,,,,,,,,,,,2.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BIKAJI,,,,,,-0.84,,,,2026-08-18,,,,,,,,,,,,-1.4,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MID,,,,,,,,,,0.0
BLUESTARCO,,,,,,-1.0,,,,2026-08-18,,,,,,,,,,,,2.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
BRITANNIA,,,,,,-1.13,,,,2026-08-18,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
CAPLIPOINT,,,,,,1.64,,,,2026-08-18,,,,,,,,,,,,-1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MID,,,,,,,,,,0.0
CEMPRO,,,,,,0.17,,,,2026-08-18,,,,,,,,,,,,2.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
DOMS,,,,,,0.02,,,,2026-08-18,,,,,,,,,,,,2.7,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MID,,,,,,,,,,0.0
DIXON,,,,,,0.14,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.9,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ELGIEQUIP,,,,,,-1.6,,,,2026-08-18,,,,,,,,,,,,2.7,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MID,,,,,,,,,,0.0
ENDURANCE,,,,,,3.91,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GABRIEL,,,,,,1.74,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MEDANTA,,,,,,1.95,,,,2026-08-18,,,,,,,,,,,,-1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRANULES,,,,,,-0.33,,,,2026-08-18,,,,,,,,,,,,-1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRAVITA,,,,,,-0.42,,,,2026-08-18,,,,,,,,,,,,2.7,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MID,,,,,,,,,,0.0
HSCL,,,,,,0.1,,,,2026-08-18,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
HINDZINC,,,,,,-1.67,,,,2026-08-18,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
INDHOTEL,,,,,,-0.14,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
JSL,,,,,,-1.56,,,,2026-08-18,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92.6,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
KPIL,,,,,,-0.05,,,,2026-08-18,,,,,,,,,,,,2.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
LODHA,,,,,,-2.64,,,,2026-08-18,,,,,,,,,,,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
LUPIN,,,,,,-0.13,,,,2026-08-18,,,,,,,,,,,,-1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.2,7.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MRF,,,,,,0.37,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MANKIND,,,,,,-0.04,,,,2026-08-18,,,,,,,,,,,,-1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MARICO,,,,,,-1.23,,,,2026-08-18,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MAXHEALTH,,,,,,0.58,,,,2026-08-18,,,,,,,,,,,,-1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MSUMI,,,,,,-0.1,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MPHASIS,,,,,,-3.11,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MCX,,,,,,4.41,,,,2026-08-18,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,40.6,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NMDC,,,,,,-0.25,,,,2026-08-18,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NATIONALUM,,,,,,3.19,,,,2026-08-18,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NAVINFLUOR,,,,,,1.28,,,,2026-08-18,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NETWEB,,,,,,2.73,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
OBEROIRLTY,,,,,,0.65,,,,2026-08-18,,,,,,,,,,,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ONGC,,,,,,1.31,,,,2026-08-18,,,,,,,,,,,,-1.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.7,13.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
OFSS,,,,,,-1.73,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
PAGEIND,,,,,,-2.5,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PATANJALI,,,,,,-0.1,,,,2026-08-18,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
RRKABEL,,,,,,1.32,,,,2026-08-18,,,,,,,,,,,,2.7,,-25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,0.0,NEGATIVE,,LARGE,,,,,,,,,,-1.0
SARDAEN,,,,,,-0.58,,,,2026-08-18,,,,,,,,,,,,2.1,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,MID,,,,,,,,,,0.0
SOLARINDS,,,,,,1.4,,,,2026-08-18,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TBOTEK,,,,,,0.48,,,,2026-08-18,,,,,,,,,,,,1.8,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.0,NEUTRAL,,MID,,,,,,,,,,0.0
TCS,,,,,,-3.43,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-90.8,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TRENT,,,,,,-0.13,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
UNOMINDA,,,,,,0.24,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
VIJAYA,,,,,,-0.62,,,,2026-08-18,,,,,,,,,,,,-1.0,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MID,,,,,,,,,,0.0
ZFCVINDIA,,,,,,1.87,,,,2026-08-18,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ZYDUSLIFE,,,,,,-1.41,,,,2026-08-18,,,,,,,,,,,,-1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
ECLERX,,,,,,-4.89,,,,2026-08-18,,,,,,,,,,,,1.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
AIAENG,,,,,,-1.41,,,,2026-08-19,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
AFFLE,,,,,,-1.02,,,,2026-08-19,,,,,,,,,,,,4.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
APARINDS,,,,,,-3.48,,,,2026-08-19,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ASIANPAINT,,,,,,0.09,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BLS,,,,,,1.36,,,,2026-08-19,,,,,,,,,,,,2.1,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
BSE,,,,,,1.33,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-40.7,1.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BEL,,,,,,-0.68,,,,2026-08-19,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BIKAJI,,,,,,0.08,,,,2026-08-19,,,,,,,,,,,,-1.4,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MID,,,,,,,,,,0.0
BLUESTARCO,,,,,,0.01,,,,2026-08-19,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
BRITANNIA,,,,,,-0.76,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.5,-2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
CAPLIPOINT,,,,,,1.63,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MID,,,,,,,,,,0.0
CEMPRO,,,,,,-4.4,,,,2026-08-19,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
DOMS,,,,,,-1.15,,,,2026-08-19,,,,,,,,,,,,2.1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MID,,,,,,,,,,0.0
DIXON,,,,,,2.2,,,,2026-08-19,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.9,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ELGIEQUIP,,,,,,3.84,,,,2026-08-19,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ENDURANCE,,,,,,-0.98,,,,2026-08-19,,,,,,,,,,,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GABRIEL,,,,,,-1.98,,,,2026-08-19,,,,,,,,,,,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MEDANTA,,,,,,-1.77,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRANULES,,,,,,-1.18,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRAVITA,,,,,,-1.16,,,,2026-08-19,,,,,,,,,,,,2.1,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MID,,,,,,,,,,0.0
HSCL,,,,,,-4.04,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
HINDZINC,,,,,,-0.18,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
INDHOTEL,,,,,,0.61,,,,2026-08-19,,,,,,,,,,,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
JSL,,,,,,-1.15,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
KPIL,,,,,,-1.92,,,,2026-08-19,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
LODHA,,,,,,-0.09,,,,2026-08-19,,,,,,,,,,,,0.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
LUPIN,,,,,,-0.31,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MRF,,,,,,0.09,,,,2026-08-19,,,,,,,,,,,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MANKIND,,,,,,0.59,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MARICO,,,,,,1.0,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MAXHEALTH,,,,,,-1.72,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MSUMI,,,,,,-2.63,,,,2026-08-19,,,,,,,,,,,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MPHASIS,,,,,,-0.31,,,,2026-08-19,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MCX,,,,,,-2.2,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-80.3,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NMDC,,,,,,-1.0,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NATIONALUM,,,,,,-0.37,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NAVINFLUOR,,,,,,0.27,,,,2026-08-19,,,,,,,,,,,,0.8,,-25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,0.0,NEGATIVE,,LARGE,,,,,,,,,,-1.0
NETWEB,,,,,,-5.41,,,,2026-08-19,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
OBEROIRLTY,,,,,,0.63,,,,2026-08-19,,,,,,,,,,,,0.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ONGC,,,,,,-0.63,,,,2026-08-19,,,,,,,,,,,,-1.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7,13.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
OFSS,,,,,,1.3,,,,2026-08-19,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
PAGEIND,,,,,,-3.25,,,,2026-08-19,,,,,,,,,,,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PATANJALI,,,,,,-0.2,,,,2026-08-19,,,,,,,,,,,,-1.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.9,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
RRKABEL,,,,,,4.09,,,,2026-08-19,,,,,,,,,,,,2.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
SARDAEN,,,,,,-1.18,,,,2026-08-19,,,,,,,,,,,,0.8,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,MID,,,,,,,,,,0.0
SOLARINDS,,,,,,-2.76,,,,2026-08-19,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
